D (7,8,-1) (1,5,4)
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 0
C 351 0
C 352 0
C 353 0
C 354 0
C 355 0
C 356 0
C 357 0
C 358 0
C 359 0
C 360 0
C 361 0
C 362 0
C 363 0
C 364 0
C 365 0
C 366 0
C 367 0
C 368 0
C 369 0
C 370 0
C 371 26
C 372 24
C 373 23
C 374 2
C 375 22
C 376 1
C 377 16
I 0 2 16 (5,4,0) (0,0,1,0)
I 0 1 13 (0,0,0) (1,1,1,0)
I 2 1 20 (3,3,0) (-1,0,1,0)
